block,stimulus,response,score,rt,filename
1,nasty,s,0,745,run1
1,pleasure,s,0,495,run1
1,hurt,d,1,635,run1
1,joy,w,0,875,run1
1,love,a,1,645,run1
1,bad,s,0,545,run1
1,good,s,0,535,run1
1,evil,d,1,635,run1
1,happy,w,0,875,run1
1,agony,,0,0,run1
2,black3,,0,-385,run1
2,black1,,0,-885,run1
2,white3,,0,-1385,run1
2,white1,,0,-1885,run1
2,white5,,0,-2385,run1
2,black2,,0,-2885,run1
2,black4,,0,-3385,run1
2,white2,,0,-3885,run1
2,white4,,0,-4385,run1
2,black5,,0,-4885,run1
3,white2,,0,-5385,run1
3,nasty,,0,-5885,run1
3,black3,,0,-6385,run1
3,black1,,0,-6885,run1
3,love,,0,-7385,run1
3,white3,,0,-7885,run1
3,evil,,0,-8385,run1
3,good,,0,-8885,run1
3,joy,,0,-9385,run1
3,pleasure,,0,-9885,run1
3,hurt,,0,-10385,run1
3,black5,,0,-10885,run1
3,white5,,0,-11385,run1
3,white4,,0,-11885,run1
3,happy,,0,-12385,run1
3,black2,,0,-12885,run1
3,black4,,0,-13385,run1
3,bad,,0,-13885,run1
3,white1,,0,-14385,run1
3,agony,,0,-14885,run1
4,block4,,0,-15385,run1
5,black1,,0,-15885,run1
5,black5,,0,-16385,run1
5,white2,,0,-16885,run1
5,white5,,0,-17385,run1
5,black3,,0,-17885,run1
5,white1,,0,-18385,run1
5,black2,,0,-18885,run1
5,white4,,0,-19385,run1
5,black4,,0,-19885,run1
5,white3,,0,-20385,run1
6,happy,,0,-20885,run1
6,white5,,0,-21385,run1
6,agony,,0,-21885,run1
6,black1,,0,-22385,run1
6,love,,0,-22885,run1
6,joy,,0,-23385,run1
6,black2,,0,-23885,run1
6,good,,0,-24385,run1
6,pleasure,,0,-24885,run1
6,hurt,,0,-25385,run1
6,white4,,0,-25885,run1
6,white2,,0,-26385,run1
6,white3,,0,-26885,run1
6,black5,,0,-27385,run1
6,bad,,0,-27885,run1
6,white1,,0,-28385,run1
6,black4,,0,-28885,run1
6,nasty,,0,-29385,run1
6,evil,,0,-29885,run1
6,black3,,0,-30385,run1
