block,stimulus,response,score,rt,filename
1,evil,s,0,745,run1
1,good,a,1,545,run1
1,joy,w,0,875,run1
1,love,s,0,645,run1
1,bad,s,0,495,run1
1,hurt,s,0,585,run1
1,pleasure,s,0,585,run1
1,agony,d,1,635,run1
1,nasty,d,1,535,run1
1,happy,a,1,635,run1
2,black2,,0,0,run1
2,black1,,0,-425,run1
2,black3,,0,-925,run1
2,white5,,0,-1425,run1
2,white4,,0,-1925,run1
2,white2,,0,-2425,run1
2,black4,,0,-2925,run1
2,white3,,0,-3425,run1
2,white1,,0,-3925,run1
2,black5,,0,-4425,run1
3,white5,,0,-4925,run1
3,nasty,,0,-5425,run1
3,black5,,0,-5925,run1
3,bad,,0,-6425,run1
3,white2,,0,-6925,run1
3,black2,,0,-7425,run1
3,joy,,0,-7925,run1
3,evil,,0,-8425,run1
3,black1,,0,-8925,run1
3,pleasure,,0,-9425,run1
3,love,,0,-9925,run1
3,white4,,0,-10425,run1
3,happy,,0,-10925,run1
3,white1,,0,-11425,run1
3,agony,,0,-11925,run1
3,good,,0,-12425,run1
3,black4,,0,-12925,run1
3,hurt,,0,-13425,run1
3,black3,,0,-13925,run1
3,white3,,0,-14425,run1
4,block4,,0,-14925,run1
5,black5,,0,-15425,run1
5,white2,,0,-15925,run1
5,black1,,0,-16425,run1
5,black2,,0,-16925,run1
5,white3,,0,-17425,run1
5,black3,,0,-17925,run1
5,white4,,0,-18425,run1
5,black4,,0,-18925,run1
5,white1,,0,-19425,run1
5,white5,,0,-19925,run1
6,black5,,0,-20425,run1
6,white3,,0,-20925,run1
6,white5,,0,-21425,run1
6,love,,0,-21925,run1
6,white4,,0,-22425,run1
6,agony,,0,-22925,run1
6,white2,,0,-23425,run1
6,bad,,0,-23925,run1
6,joy,,0,-24425,run1
6,evil,,0,-24925,run1
6,white1,,0,-25425,run1
6,happy,,0,-25925,run1
6,black2,,0,-26425,run1
6,black1,,0,-26925,run1
6,nasty,,0,-27425,run1
6,black3,,0,-27925,run1
6,good,,0,-28425,run1
6,black4,,0,-28925,run1
6,hurt,,0,-29425,run1
6,pleasure,,0,-29925,run1
